Booking_ID,Hotel_Name,Hotel_Category,City,State,Country,Checkin_Date,Checkout_Date,Month,Quarter,Year,Room_Type,Guests,Nights_Stayed,Room_Rate,Extra_Charges,Discount,Gross_Revenue,Net_Revenue,GST_Amount,Total_With_GST,Booking_Channel,Customer_Type,Payment_Mode,Occupancy_Status,Customer_Rating,Feedback_Status,Covid_Impact_Level
BK3835855,ITC Maurya,Luxury,New Delhi,Delhi,India,44427,44432,August,Q3,2021,Deluxe,4,5,4706,1816,2596,25346,22750,2730.0,25480.0,Booking.com,Regular,Net Banking,Checked-In,3.6,Positive,Low
BK2625957,ITC Sonar,Business,Kolkata,West Bengal,India,44628,44629,March,Q1,2022,Executive,4,1,26361,5114,715,31475,30760,3691.2,34451.2,Booking.com,New Guest,UPI,Checked-In,3.7,Positive,Low
BK3923938,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44607,44609,February,Q1,2022,Club Room,3,2,7733,3597,330,19063,18733,2247.96,20980.96,Website,Corporate,Debit Card,Cancelled,4.5,Positive,Low
BK1853359,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44581,44584,January,Q1,2022,Presidential Suite,1,3,22943,4468,1360,73297,71937,8632.44,80569.44,Goibibo,New Guest,Credit Card,Checked-Out,4.1,Negative,High
BK9178750,ITC Windsor,Business,Bengaluru,Karnataka,India,44511,44516,November,Q4,2021,Luxury Suite,4,5,24225,5525,4566,126650,122084,14650.08,136734.08,Goibibo,VIP,UPI,Checked-In,3.9,Positive,Low
BK3434516,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44534,44537,December,Q4,2021,Club Room,2,3,22297,2327,945,69218,68273,8192.76,76465.76,Corporate,Regular,Credit Card,Checked-Out,4.9,Positive,Low
BK8368568,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44409,44413,August,Q3,2021,Executive,3,4,23092,2119,2816,94487,91671,11000.52,102671.52,Corporate,Regular,Debit Card,No Show,3.2,Positive,Low
BK3236190,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44578,44580,January,Q1,2022,Executive,2,2,12033,2441,1209,26507,25298,3035.76,28333.76,Booking.com,Member,Debit Card,Checked-In,4.3,Positive,High
BK6434455,ITC Windsor,Business,Bengaluru,Karnataka,India,44506,44510,November,Q4,2021,Presidential Suite,1,4,24361,3217,2704,100661,97957,11754.84,109711.84,Walk-in,Member,Debit Card,Checked-Out,3.0,Positive,Low
BK6580704,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44490,44491,October,Q4,2021,Executive,4,1,19836,4080,4637,23916,19279,2313.48,21592.48,Walk-in,Member,Debit Card,Checked-Out,3.8,Positive,Low
BK7340774,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44346,44347,May,Q2,2021,Club Room,4,1,8855,2502,903,11357,10454,1254.48,11708.48,Corporate,Corporate,Net Banking,Checked-In,3.8,Positive,High
BK4748449,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44607,44611,February,Q1,2022,Presidential Suite,2,4,18222,107,3826,72995,69169,8300.28,77469.28,Website,VIP,Credit Card,Checked-In,4.4,Positive,Low
BK3003564,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44472,44477,October,Q4,2021,Executive,2,5,18964,6112,4441,100932,96491,11578.92,108069.92,Corporate,Regular,Cash,Checked-Out,4.8,Positive,Low
BK9988277,ITC Rajputana,Business,Jaipur,Rajasthan,India,44568,44573,January,Q1,2022,Club Room,4,5,11564,4376,4108,62196,58088,6970.56,65058.56,MakeMyTrip,Corporate,Debit Card,Checked-In,3.1,Positive,High
BK8007758,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44495,44497,October,Q4,2021,Luxury Suite,2,2,17053,2644,966,36750,35784,4294.08,40078.08,Booking.com,Corporate,Cash,Checked-In,3.8,Positive,Low
BK6557210,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44298,44299,April,Q2,2021,Presidential Suite,1,1,14141,1428,3716,15569,11853,1422.36,13275.36,MakeMyTrip,Member,Debit Card,Checked-Out,3.3,Neutral,High
BK8723966,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44327,44329,May,Q2,2021,Club Room,3,2,13319,5178,3329,31816,28487,3418.44,31905.44,Walk-in,VIP,Net Banking,Checked-In,4.7,Positive,High
BK9941766,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44314,44315,April,Q2,2021,Deluxe,2,1,24867,1729,930,26596,25666,3079.92,28745.92,Corporate,Regular,Cash,No Show,3.1,Positive,High
BK7075326,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44299,44304,April,Q2,2021,Luxury Suite,4,5,25278,3661,500,130051,129551,15546.12,145097.12,Goibibo,Corporate,UPI,Checked-Out,3.5,Neutral,High
BK7241940,ITC Grand Goa,Resort,Goa,Goa,India,44331,44333,May,Q2,2021,Presidential Suite,4,2,17452,364,900,35268,34368,4124.16,38492.16,MakeMyTrip,VIP,Net Banking,Checked-In,3.9,Neutral,High
BK3764642,ITC Rajputana,Business,Jaipur,Rajasthan,India,44503,44505,November,Q4,2021,Luxury Suite,2,2,19921,1036,4298,40878,36580,4389.6,40969.6,Website,Member,UPI,No Show,3.4,Positive,Low
BK9733154,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44620,44625,February,Q1,2022,Luxury Suite,2,5,13631,1280,2253,69435,67182,8061.84,75243.84,MakeMyTrip,New Guest,Credit Card,Checked-In,4.7,Positive,Low
BK7957172,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44467,44469,September,Q3,2021,Club Room,2,2,5818,3959,4788,15595,10807,1296.84,12103.84,Corporate,VIP,Credit Card,Checked-Out,4.2,Positive,Low
BK9276969,ITC Rajputana,Business,Jaipur,Rajasthan,India,44637,44639,March,Q1,2022,Presidential Suite,1,2,4544,6551,172,15639,15467,1856.04,17323.04,Corporate,Member,Credit Card,Checked-In,3.7,Positive,Low
BK7725740,ITC Maurya,Luxury,New Delhi,Delhi,India,44302,44305,April,Q2,2021,Deluxe,1,3,17762,544,3147,53830,50683,6081.96,56764.96,Walk-in,Regular,UPI,Checked-In,3.1,Positive,High
BK8364042,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44325,44328,May,Q2,2021,Club Room,1,3,27180,5087,3825,86627,82802,9936.24,92738.24,Corporate,VIP,Cash,Checked-In,3.0,Positive,High
BK6109327,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44433,44435,August,Q3,2021,Luxury Suite,3,2,18675,1898,881,39248,38367,4604.04,42971.04,Booking.com,New Guest,Net Banking,Checked-In,4.8,Neutral,Low
BK1521940,ITC Rajputana,Business,Jaipur,Rajasthan,India,44536,44538,December,Q4,2021,Luxury Suite,3,2,20183,6878,1749,47244,45495,5459.4,50954.4,Corporate,New Guest,UPI,Checked-In,3.4,Positive,Low
BK5520480,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44319,44322,May,Q2,2021,Luxury Suite,1,3,11821,1638,3122,37101,33979,4077.48,38056.48,Booking.com,Member,Debit Card,Checked-Out,4.1,Positive,High
BK2056069,ITC Rajputana,Business,Jaipur,Rajasthan,India,44320,44323,May,Q2,2021,Executive,3,3,16789,4965,3362,55332,51970,6236.4,58206.4,MakeMyTrip,Regular,Debit Card,Checked-Out,4.9,Positive,High
BK3246332,ITC Narmada,Business,Ahmedabad,Gujarat,India,44610,44614,February,Q1,2022,Executive,1,4,26099,6369,2219,110765,108546,13025.52,121571.52,Booking.com,Member,Debit Card,Checked-Out,3.7,Positive,Low
BK6160611,ITC Windsor,Business,Bengaluru,Karnataka,India,44520,44524,November,Q4,2021,Club Room,2,4,12028,5451,2278,53563,51285,6154.2,57439.2,Goibibo,Regular,Credit Card,Checked-Out,3.1,Neutral,Low
BK1216136,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44370,44374,June,Q2,2021,Executive,3,4,24525,3425,4826,101525,96699,11603.88,108302.88,MakeMyTrip,Regular,Net Banking,Checked-Out,4.4,Positive,High
BK2888160,ITC Maurya,Luxury,New Delhi,Delhi,India,44526,44530,November,Q4,2021,Executive,3,4,18841,3689,4956,79053,74097,8891.64,82988.64,Walk-in,VIP,Debit Card,Checked-In,3.8,Positive,Low
BK6278635,ITC Sonar,Business,Kolkata,West Bengal,India,44494,44496,October,Q4,2021,Deluxe,1,2,8631,316,3121,17578,14457,1734.84,16191.84,Walk-in,Member,Debit Card,Cancelled,4.4,Neutral,Low
BK2109420,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44380,44383,July,Q3,2021,Presidential Suite,3,3,21146,5161,2266,68599,66333,7959.96,74292.96,Corporate,Member,Credit Card,Checked-In,4.9,Positive,Low
BK3725462,ITC Windsor,Business,Bengaluru,Karnataka,India,44548,44553,December,Q4,2021,Luxury Suite,3,5,26097,2208,407,132693,132286,15874.32,148160.32,MakeMyTrip,Corporate,Credit Card,Checked-Out,4.3,Positive,Low
BK9319994,ITC Windsor,Business,Bengaluru,Karnataka,India,44354,44357,June,Q2,2021,Executive,3,3,19449,153,4883,58500,53617,6434.04,60051.04,Corporate,Member,Credit Card,Checked-Out,3.4,Positive,High
BK2205297,ITC Windsor,Business,Bengaluru,Karnataka,India,44582,44586,January,Q1,2022,Luxury Suite,3,4,11558,6856,3583,53088,49505,5940.6,55445.6,MakeMyTrip,VIP,Debit Card,Checked-In,3.1,Positive,High
BK1260459,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44459,44464,September,Q3,2021,Luxury Suite,3,5,19701,6229,153,104734,104581,12549.72,117130.72,Walk-in,New Guest,Cash,Checked-In,4.2,Positive,Low
BK7571206,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44624,44629,March,Q1,2022,Luxury Suite,2,5,27153,213,4467,135978,131511,15781.32,147292.32,Corporate,Regular,Net Banking,Checked-In,4.5,Positive,Low
BK4431131,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44542,44543,December,Q4,2021,Deluxe,1,1,11420,2430,3453,13850,10397,1247.64,11644.64,Website,Regular,Net Banking,Checked-In,4.7,Positive,Low
BK1472611,ITC Rajputana,Business,Jaipur,Rajasthan,India,44642,44643,March,Q1,2022,Club Room,3,1,14078,3916,4139,17994,13855,1662.6,15517.6,Goibibo,Member,Cash,Checked-Out,4.7,Negative,Low
BK9827644,ITC Grand Goa,Resort,Goa,Goa,India,44374,44376,June,Q2,2021,Club Room,2,2,15581,2150,652,33312,32660,3919.2,36579.2,Goibibo,New Guest,Credit Card,Checked-Out,3.1,Neutral,High
BK4938454,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44564,44568,January,Q1,2022,Luxury Suite,1,4,21698,6364,3024,93156,90132,10815.84,100947.84,Goibibo,Corporate,Cash,Checked-In,3.7,Neutral,High
BK7890007,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44356,44357,June,Q2,2021,Club Room,2,1,14175,372,219,14547,14328,1719.36,16047.36,MakeMyTrip,New Guest,Credit Card,Checked-Out,5.0,Positive,High
BK4526945,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44393,44397,July,Q3,2021,Deluxe,3,4,15157,6328,461,66956,66495,7979.4,74474.4,Website,Member,Debit Card,Cancelled,3.9,Positive,Low
BK9783070,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44528,44530,November,Q4,2021,Deluxe,1,2,5193,1892,3182,12278,9096,1091.52,10187.52,Booking.com,Regular,Net Banking,Checked-Out,4.1,Positive,Low
BK7004472,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44637,44641,March,Q1,2022,Club Room,4,4,11435,4358,3294,50098,46804,5616.48,52420.48,Booking.com,New Guest,Credit Card,Cancelled,4.5,Positive,Low
BK3078730,ITC Sonar,Business,Kolkata,West Bengal,India,44536,44538,December,Q4,2021,Club Room,3,2,8645,3556,2357,20846,18489,2218.68,20707.68,Corporate,New Guest,Cash,Checked-Out,4.8,Neutral,Low
BK6976931,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44349,44354,June,Q2,2021,Executive,4,5,27699,4843,4221,143338,139117,16694.04,155811.04,Booking.com,New Guest,Net Banking,Checked-Out,3.8,Positive,High
BK1514863,ITC Grand Goa,Resort,Goa,Goa,India,44486,44487,October,Q4,2021,Presidential Suite,2,1,18316,3921,290,22237,21947,2633.64,24580.64,Corporate,Member,Cash,Checked-In,4.1,Positive,Low
BK3316424,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44535,44537,December,Q4,2021,Deluxe,4,2,6995,3234,2193,17224,15031,1803.72,16834.72,Booking.com,Regular,Net Banking,Checked-In,4.3,Negative,Low
BK4807752,ITC Windsor,Business,Bengaluru,Karnataka,India,44580,44584,January,Q1,2022,Deluxe,2,4,5069,2993,615,23269,22654,2718.48,25372.48,Goibibo,Member,Cash,No Show,4.5,Positive,High
BK5049801,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44303,44305,April,Q2,2021,Luxury Suite,3,2,11922,3826,1480,27670,26190,3142.8,29332.8,Goibibo,New Guest,Cash,Checked-Out,3.2,Positive,High
BK9491634,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44313,44316,April,Q2,2021,Executive,2,3,6122,2541,4404,20907,16503,1980.36,18483.36,Booking.com,Regular,Net Banking,Checked-In,3.6,Positive,High
BK5251052,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44304,44308,April,Q2,2021,Club Room,3,4,18686,2309,2883,77053,74170,8900.4,83070.4,Website,Member,UPI,Checked-Out,3.4,Positive,High
BK4481447,ITC Maurya,Luxury,New Delhi,Delhi,India,44304,44309,April,Q2,2021,Executive,3,5,8189,5717,3155,46662,43507,5220.84,48727.84,MakeMyTrip,VIP,Cash,Cancelled,3.7,Positive,High
BK9478573,ITC Sonar,Business,Kolkata,West Bengal,India,44448,44449,September,Q3,2021,Presidential Suite,2,1,21735,2538,237,24273,24036,2884.32,26920.32,Corporate,Corporate,Net Banking,Checked-Out,4.0,Neutral,Low
BK9864301,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44505,44506,November,Q4,2021,Executive,4,1,20931,6338,2830,27269,24439,2932.68,27371.68,Corporate,New Guest,Debit Card,Checked-Out,4.0,Neutral,Low
BK9876209,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44305,44306,April,Q2,2021,Executive,1,1,15329,3762,1759,19091,17332,2079.84,19411.84,MakeMyTrip,Regular,Net Banking,Cancelled,3.4,Positive,High
BK4688891,ITC Windsor,Business,Bengaluru,Karnataka,India,44465,44469,September,Q3,2021,Deluxe,3,4,17626,1352,4734,71856,67122,8054.64,75176.64,Booking.com,VIP,Debit Card,Checked-In,4.4,Positive,Low
BK2648522,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44524,44527,November,Q4,2021,Deluxe,3,3,11470,6279,23,40689,40666,4879.92,45545.92,MakeMyTrip,Member,Net Banking,Checked-In,3.3,Positive,Low
BK2801114,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44401,44405,July,Q3,2021,Executive,3,4,8043,4135,2515,36307,33792,4055.04,37847.04,Walk-in,Corporate,UPI,Checked-Out,3.7,Negative,Low
BK2877197,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44517,44520,November,Q4,2021,Luxury Suite,2,3,15295,3599,38,49484,49446,5933.52,55379.52,Website,Member,Cash,Checked-Out,4.7,Positive,Low
BK8600488,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44310,44311,April,Q2,2021,Luxury Suite,1,1,14866,5270,3315,20136,16821,2018.52,18839.52,Corporate,Member,Cash,Checked-Out,4.6,Neutral,High
BK4298137,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44393,44396,July,Q3,2021,Luxury Suite,4,3,23802,3612,4758,75018,70260,8431.2,78691.2,Website,VIP,Debit Card,Checked-Out,3.3,Positive,Low
BK1690070,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44510,44513,November,Q4,2021,Club Room,4,3,22942,5315,1245,74141,72896,8747.52,81643.52,MakeMyTrip,New Guest,Credit Card,Checked-In,3.9,Negative,Low
BK5298690,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44409,44411,August,Q3,2021,Club Room,3,2,19728,1811,824,41267,40443,4853.16,45296.16,Walk-in,New Guest,Cash,Checked-In,3.2,Positive,Low
BK2252731,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44404,44409,July,Q3,2021,Luxury Suite,3,5,22553,832,1325,113597,112272,13472.64,125744.64,MakeMyTrip,Corporate,UPI,Checked-In,3.4,Neutral,Low
BK3765356,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44304,44306,April,Q2,2021,Luxury Suite,3,2,6929,5673,4581,19531,14950,1794.0,16744.0,Booking.com,VIP,Net Banking,Checked-Out,3.1,Positive,High
BK3306341,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44628,44631,March,Q1,2022,Luxury Suite,2,3,13114,4894,3515,44236,40721,4886.52,45607.52,Goibibo,Corporate,UPI,Checked-Out,4.0,Positive,Low
BK8126315,ITC Windsor,Business,Bengaluru,Karnataka,India,44335,44340,May,Q2,2021,Presidential Suite,2,5,10751,2821,1082,56576,55494,6659.28,62153.28,Corporate,VIP,Debit Card,Checked-In,3.6,Positive,High
BK6092047,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44354,44359,June,Q2,2021,Club Room,3,5,18136,3161,2500,93841,91341,10960.92,102301.92,Corporate,New Guest,Debit Card,Checked-Out,3.6,Positive,High
BK3530805,ITC Maurya,Luxury,New Delhi,Delhi,India,44466,44467,September,Q3,2021,Deluxe,3,1,20078,1932,2979,22010,19031,2283.72,21314.72,Booking.com,VIP,Credit Card,Cancelled,4.2,Neutral,Low
BK8320345,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44621,44624,March,Q1,2022,Executive,1,3,19999,4217,4395,64214,59819,7178.28,66997.28,Corporate,VIP,Credit Card,Checked-In,3.5,Neutral,Low
BK7328609,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44612,44615,February,Q1,2022,Club Room,2,3,8888,2532,568,29196,28628,3435.36,32063.36,MakeMyTrip,Regular,Net Banking,Checked-Out,3.4,Neutral,Low
BK7008311,ITC Maurya,Luxury,New Delhi,Delhi,India,44488,44492,October,Q4,2021,Deluxe,1,4,15060,2184,3566,62424,58858,7062.96,65920.96,Booking.com,Corporate,Cash,No Show,3.0,Neutral,Low
BK7903885,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44335,44337,May,Q2,2021,Executive,2,2,20226,2380,3420,42832,39412,4729.44,44141.44,Walk-in,New Guest,Cash,Checked-Out,4.5,Neutral,High
BK3719084,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44390,44393,July,Q3,2021,Club Room,3,3,16689,5693,274,55760,55486,6658.32,62144.32,MakeMyTrip,Regular,Cash,Checked-In,4.2,Neutral,Low
BK8222108,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44401,44405,July,Q3,2021,Club Room,3,4,25595,4535,280,106915,106635,12796.2,119431.2,Goibibo,New Guest,Net Banking,Checked-In,4.5,Positive,Low
BK9643003,ITC Rajputana,Business,Jaipur,Rajasthan,India,44601,44603,February,Q1,2022,Executive,3,2,24422,3462,1868,52306,50438,6052.56,56490.56,Booking.com,Member,Cash,Checked-In,4.7,Neutral,Low
BK9965732,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44646,44649,March,Q1,2022,Club Room,4,3,23543,3212,1402,73841,72439,8692.68,81131.68,Walk-in,Corporate,Credit Card,Checked-Out,4.8,Neutral,Low
BK3539890,ITC Sonar,Business,Kolkata,West Bengal,India,44509,44514,November,Q4,2021,Presidential Suite,3,5,14493,2537,1331,75002,73671,8840.52,82511.52,MakeMyTrip,VIP,Cash,Checked-Out,4.4,Positive,Low
BK8731030,ITC Grand Goa,Resort,Goa,Goa,India,44639,44640,March,Q1,2022,Luxury Suite,2,1,23833,1309,3589,25142,21553,2586.36,24139.36,MakeMyTrip,VIP,Net Banking,Cancelled,3.2,Positive,Low
BK9838703,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44643,44648,March,Q1,2022,Presidential Suite,4,5,14346,5760,2653,77490,74837,8980.44,83817.44,MakeMyTrip,New Guest,Cash,Checked-In,3.7,Neutral,Low
BK7895192,ITC Maurya,Luxury,New Delhi,Delhi,India,44361,44365,June,Q2,2021,Luxury Suite,1,4,20756,5249,4712,88273,83561,10027.32,93588.32,Goibibo,VIP,Cash,Cancelled,3.8,Neutral,High
BK6246079,ITC Grand Goa,Resort,Goa,Goa,India,44443,44447,September,Q3,2021,Deluxe,3,4,18473,4493,4145,78385,74240,8908.8,83148.8,Booking.com,Member,Credit Card,Checked-In,4.2,Positive,Low
BK6251387,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44593,44596,February,Q1,2022,Executive,1,3,12606,5436,2497,43254,40757,4890.84,45647.84,Corporate,Corporate,Debit Card,Checked-Out,4.5,Positive,Low
BK8581112,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44564,44568,January,Q1,2022,Luxury Suite,4,4,5408,4622,738,26254,25516,3061.92,28577.92,Website,Member,Debit Card,No Show,4.5,Positive,High
BK3747402,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44348,44353,June,Q2,2021,Deluxe,3,5,6841,5460,3971,39665,35694,4283.28,39977.28,Goibibo,Regular,UPI,Checked-Out,4.6,Positive,High
BK5622160,ITC Rajputana,Business,Jaipur,Rajasthan,India,44413,44416,August,Q3,2021,Deluxe,3,3,24367,3688,1370,76789,75419,9050.28,84469.28,MakeMyTrip,New Guest,Credit Card,Checked-In,5.0,Positive,Low
BK9120567,ITC Grand Goa,Resort,Goa,Goa,India,44623,44625,March,Q1,2022,Club Room,3,2,15066,1597,3228,31729,28501,3420.12,31921.12,Website,Corporate,Credit Card,Checked-In,3.4,Positive,Low
BK1149392,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44578,44581,January,Q1,2022,Luxury Suite,1,3,9505,1980,1991,30495,28504,3420.48,31924.48,Walk-in,Member,Net Banking,Checked-Out,4.5,Neutral,High
BK3281952,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44420,44424,August,Q3,2021,Luxury Suite,2,4,16215,2850,3718,67710,63992,7679.04,71671.04,Booking.com,Member,Net Banking,Checked-In,3.2,Negative,Low
BK4903301,ITC Windsor,Business,Bengaluru,Karnataka,India,44508,44512,November,Q4,2021,Presidential Suite,4,4,13576,2131,2721,56435,53714,6445.68,60159.68,Corporate,Member,UPI,Cancelled,3.6,Positive,Low
BK7051912,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44326,44329,May,Q2,2021,Presidential Suite,1,3,25525,5923,4345,82498,78153,9378.36,87531.36,Walk-in,Regular,Net Banking,No Show,4.3,Positive,High
BK7377761,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44375,44379,June,Q2,2021,Club Room,2,4,4592,5749,2529,24117,21588,2590.56,24178.56,Booking.com,Corporate,Net Banking,Checked-Out,4.5,Positive,High
BK1341604,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44496,44500,October,Q4,2021,Presidential Suite,3,4,27061,5211,2572,113455,110883,13305.96,124188.96,Website,Member,Debit Card,Cancelled,4.0,Positive,Low
BK4502965,ITC Rajputana,Business,Jaipur,Rajasthan,India,44539,44543,December,Q4,2021,Presidential Suite,2,4,19563,1564,4540,79816,75276,9033.12,84309.12,Walk-in,New Guest,Debit Card,Checked-In,4.7,Positive,Low
BK6176592,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44633,44638,March,Q1,2022,Deluxe,4,5,26427,1179,4030,133314,129284,15514.08,144798.08,MakeMyTrip,Member,UPI,Checked-In,3.9,Positive,Low
BK7073882,ITC Grand Goa,Resort,Goa,Goa,India,44500,44502,October,Q4,2021,Deluxe,1,2,16376,2986,4223,35738,31515,3781.8,35296.8,MakeMyTrip,Regular,Credit Card,No Show,3.5,Neutral,Low
BK5340164,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44508,44510,November,Q4,2021,Club Room,3,2,17778,3116,867,38672,37805,4536.6,42341.6,Booking.com,Regular,Credit Card,Checked-Out,3.5,Positive,Low
BK8635893,ITC Windsor,Business,Bengaluru,Karnataka,India,44563,44566,January,Q1,2022,Executive,3,3,24328,847,3412,73831,70419,8450.28,78869.28,MakeMyTrip,VIP,Cash,Checked-Out,3.4,Neutral,High
BK7847607,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44588,44593,January,Q1,2022,Luxury Suite,3,5,12218,3735,4918,64825,59907,7188.84,67095.84,Goibibo,Member,Debit Card,Checked-In,3.2,Positive,High
BK1869972,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44363,44364,June,Q2,2021,Presidential Suite,3,1,19408,1231,1288,20639,19351,2322.12,21673.12,MakeMyTrip,Regular,Net Banking,Checked-In,4.9,Positive,High
BK4013391,ITC Maurya,Luxury,New Delhi,Delhi,India,44505,44507,November,Q4,2021,Luxury Suite,4,2,16429,869,818,33727,32909,3949.08,36858.08,Walk-in,Member,Credit Card,Checked-In,3.6,Positive,Low
BK2092202,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44468,44472,September,Q3,2021,Club Room,2,4,19290,2209,2253,79369,77116,9253.92,86369.92,Booking.com,Member,UPI,Checked-In,4.0,Positive,Low
BK8058101,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44356,44361,June,Q2,2021,Club Room,1,5,8307,5936,51,47471,47420,5690.4,53110.4,Goibibo,Regular,UPI,Checked-Out,3.9,Positive,High
BK6081268,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44495,44499,October,Q4,2021,Luxury Suite,3,4,26269,307,2212,105383,103171,12380.52,115551.52,Walk-in,Regular,Debit Card,Checked-Out,3.2,Positive,Low
BK2362562,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44327,44331,May,Q2,2021,Deluxe,4,4,23301,5344,3594,98548,94954,11394.48,106348.48,Website,New Guest,Credit Card,Checked-Out,4.8,Positive,High
BK1614323,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44342,44344,May,Q2,2021,Club Room,3,2,25898,5490,2889,57286,54397,6527.64,60924.64,MakeMyTrip,Member,UPI,Checked-In,4.0,Positive,High
BK5633372,ITC Windsor,Business,Bengaluru,Karnataka,India,44632,44635,March,Q1,2022,Presidential Suite,3,3,25859,4791,1386,82368,80982,9717.84,90699.84,Website,VIP,Cash,Checked-Out,4.5,Positive,Low
BK6581452,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44484,44488,October,Q4,2021,Deluxe,1,4,15331,1584,4822,62908,58086,6970.32,65056.32,MakeMyTrip,VIP,UPI,Checked-Out,3.1,Positive,Low
BK6126301,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44599,44603,February,Q1,2022,Luxury Suite,3,4,20474,3467,645,85363,84718,10166.16,94884.16,Booking.com,New Guest,Credit Card,Cancelled,3.4,Positive,Low
BK6213302,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44394,44399,July,Q3,2021,Club Room,2,5,25809,1238,3322,130283,126961,15235.32,142196.32,Booking.com,VIP,Net Banking,Checked-In,4.2,Positive,Low
BK6106962,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44618,44620,February,Q1,2022,Presidential Suite,4,2,14143,2921,55,31207,31152,3738.24,34890.24,Booking.com,Corporate,Credit Card,Checked-Out,4.5,Negative,Low
BK5791187,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44335,44339,May,Q2,2021,Presidential Suite,3,4,26706,6943,2038,113767,111729,13407.48,125136.48,Corporate,VIP,Net Banking,Checked-Out,3.9,Positive,High
